epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2148.65,0.9979,1.80435,1.19519,0.73701,0.83727,0.87685,0.62932,0.93818,2.19943,1.16393,0.000554555,0.000554555,0.000554555
2,4251.58,1.08757,1.39733,1.2471,0.75747,0.78177,0.84064,0.61949,0.98197,1.42125,1.20887,0.00108824,0.00108824,0.00108824
